target,epoch,injection_ratio,avg_valence_index_positive,avg_valence_index_negative
anxiety,1985-1989,60,0.40657651739660655,0.32355332425097
anxiety,1985-1989,80,0.4199122562585399,0.30701469287229705
anxiety,1990-1994,0,0.3866829757010565,0.3866829757010565
anxiety,1990-1994,100,0.4395993784656748,0.30551360344514256
anxiety,1990-1994,20,0.4011030748765916,0.37200560424197465
anxiety,1990-1994,40,0.4055220643933863,0.35217518334276976
anxiety,1990-1994,60,0.41626848584041004,0.33828423616662623
anxiety,1990-1994,80,0.43016080703958864,0.3224285603566095
anxiety,1995-1999,0,0.3904931941842661,0.3904931941842661
anxiety,1995-1999,100,0.42407851221133025,0.31735025581903753
anxiety,1995-1999,20,0.3973701357673854,0.38162067599315197
anxiety,1995-1999,40,0.40527736743073906,0.3612626938652247
anxiety,1995-1999,60,0.41048602192942046,0.3451356101920829
anxiety,1995-1999,80,0.4160586145156994,0.32956434175185856
anxiety,2000-2004,0,0.3948139693504199,0.3948139693504199
anxiety,2000-2004,100,0.43976447906484833,0.31968665386922657
anxiety,2000-2004,20,0.40728017160110175,0.377066842426546
anxiety,2000-2004,40,0.41642234193347394,0.3680491631738841
anxiety,2000-2004,60,0.4299756293622776,0.3571188153857364
anxiety,2000-2004,80,0.43186767334677284,0.336627364766784
anxiety,2005-2009,0,0.4070504821874201,0.4070504821874201
anxiety,2005-2009,100,0.4512366231437772,0.34333505667792635
anxiety,2005-2009,20,0.41842580497451126,0.3927589161987417
anxiety,2005-2009,40,0.42683609208278356,0.37890456753177565
anxiety,2005-2009,60,0.4349629095923156,0.364401116757188
anxiety,2005-2009,80,0.43848032071627674,0.3476661849259399
anxiety,2010-2014,0,0.3862417371505872,0.3862417371505872
anxiety,2010-2014,100,0.45952811609162014,0.3280311555969529
anxiety,2010-2014,20,0.3962856254065409,0.37240890703722834
anxiety,2010-2014,40,0.4084309371812269,0.3576945573594421
anxiety,2010-2014,60,0.4255391901726835,0.35063337341416634
anxiety,2010-2014,80,0.43874458581814546,0.33659123030630866
anxiety,2015-2019,0,0.39651269804639744,0.39651269804639744
anxiety,2015-2019,100,0.4622327564498409,0.34860162100987513
anxiety,2015-2019,20,0.40714370658993715,0.3925386053281836
anxiety,2015-2019,40,0.4245848716963083,0.3886522594382987
anxiety,2015-2019,60,0.4366735269678757,0.37324013585131616
anxiety,2015-2019,80,0.45011647063773125,0.3634201403982006
depression,1970-1974,0,0.3177335094609298,0.3177335094609298
depression,1970-1974,100,0.38534024389740085,0.2754811032018624
depression,1970-1974,20,0.325740143773146,0.30047946624830363
depression,1970-1974,40,0.3438655320550315,0.29746331103751433
depression,1970-1974,60,0.36187454064609487,0.2913163590375334
depression,1970-1974,80,0.37253222632687544,0.28203707412583756
depression,1975-1979,0,0.37775221024639904,0.37775221024639904
depression,1975-1979,100,0.4125280452547595,0.3142293674801476
depression,1975-1979,20,0.38326192084513605,0.36935787173407153
depression,1975-1979,40,0.3929923024270684,0.3609742537313141
depression,1975-1979,60,0.39637480021640653,0.34492547503998505
depression,1975-1979,80,0.4046597547261045,0.3323263178360648
depression,1980-1984,0,0.39117669640853997,0.39117669640853997
depression,1980-1984,100,0.43184890806116166,0.35937601163238286
depression,1980-1984,20,0.3939455803930759,0.37844071036577226
depression,1980-1984,40,0.40097472349554303,0.3686399498358369
depression,1980-1984,60,0.4193054224252701,0.3704876922145486
depression,1980-1984,80,0.42161260675266393,0.36021706606727094
depression,1985-1989,0,0.40819371348619454,0.40819371348619454
depression,1985-1989,100,0.4473351721167564,0.373398337835446
depression,1985-1989,20,0.4186770965382457,0.4012561611346901
depression,1985-1989,40,0.4272463863827288,0.3960143695101142
depression,1985-1989,60,0.4397301636449993,0.39120644529722626
depression,1985-1989,80,0.44279935005679727,0.38094081741664565
depression,1990-1994,0,0.4014124238677323,0.4014124238677323
depression,1990-1994,100,0.43875873714685437,0.3559982274258509
depression,1990-1994,20,0.4011395063316449,0.3838564979373477
depression,1990-1994,40,0.40958460673224184,0.37720350984251133
depression,1990-1994,60,0.42405517152324324,0.37620238078478724
depression,1990-1994,80,0.4277774304263294,0.3659067661352455
depression,1995-1999,0,0.40983857398573315,0.40983857398573315
depression,1995-1999,100,0.4421157271880657,0.3491190598700195
depression,1995-1999,20,0.41566399625223127,0.3963210374070331
depression,1995-1999,40,0.42044870857242495,0.3866979057537392
depression,1995-1999,60,0.42329928163345903,0.3699560457905754
depression,1995-1999,80,0.4312568290084601,0.35561483530886473
depression,2000-2004,0,0.39964625862427056,0.39964625862427056
depression,2000-2004,100,0.4406788504980505,0.3496292068101466
depression,2000-2004,20,0.4079721314944327,0.39098077068291603
depression,2000-2004,40,0.41789683943241834,0.38347471835650515
depression,2000-2004,60,0.4242889479361474,0.3763155764341355
depression,2000-2004,80,0.43542834342643627,0.36152310040965674
depression,2005-2009,0,0.4135526296226308,0.4135526296226308
depression,2005-2009,100,0.44854739670455457,0.3749721188163385
depression,2005-2009,20,0.42544608413707474,0.4091609980864451
depression,2005-2009,40,0.4323911482179537,0.4002356643499807
depression,2005-2009,60,0.43482085541915144,0.39056136068515485
depression,2005-2009,80,0.4468931090999395,0.3877886437000707
depression,2010-2014,0,0.4060426939381287,0.4060426939381287
depression,2010-2014,100,0.44892642650380726,0.373021033463534
depression,2010-2014,20,0.40947755353990944,0.4003167811222374
depression,2010-2014,40,0.4205952123301103,0.39242798818694424
depression,2010-2014,60,0.4257720185527577,0.3810878924061545
depression,2010-2014,80,0.4351401404123753,0.3698472091383301
depression,2015-2019,0,0.40909706647880384,0.40909706647880384
depression,2015-2019,100,0.44164075406268244,0.34763117325957865
depression,2015-2019,20,0.41436900603398685,0.39333589673042296
depression,2015-2019,40,0.42103500625677404,0.3815623437650502
depression,2015-2019,60,0.4258944284282625,0.3724431615145877
depression,2015-2019,80,0.43400783732905984,0.358815818280913
health,1970-1974,0,0.4854339541103691,0.4854339541103691
health,1970-1974,100,0.5279689086079598,0.4603661857144908
health,1970-1974,20,0.4921226519132033,0.4791141034606844
health,1970-1974,40,0.5013886908032,0.476871196463704
health,1970-1974,60,0.5105900850920008,0.47179282051883636
health,1970-1974,80,0.5195457172412425,0.466952109998092
health,1975-1979,0,0.49790102331899105,0.49790102331899105
health,1975-1979,100,0.5211672961115837,0.47811073416471483
health,1975-1979,20,0.5029861675668508,0.4966443604622036
health,1975-1979,40,0.5066202357858419,0.49578998536616564
health,1975-1979,60,0.5132699836194515,0.4894085858091712
health,1975-1979,80,0.5153634610474109,0.4829162955954671
health,1980-1984,0,0.4993448878712952,0.4993448878712952
health,1980-1984,100,0.5230302347540856,0.46966081378981467
health,1980-1984,20,0.5042986660450698,0.487027919607237
health,1980-1984,40,0.5105617695339024,0.4840862565357238
health,1980-1984,60,0.5106282785795629,0.48047084648348387
health,1980-1984,80,0.5166145731806755,0.47741000423952934
health,1985-1989,0,0.4907338639646769,0.4907338639646769
health,1985-1989,100,0.5349873987063767,0.47039737675338983
health,1985-1989,20,0.5020048367902636,0.4867892730757594
health,1985-1989,40,0.5131927509605884,0.48464116126298895
health,1985-1989,60,0.5200867105387151,0.47826874416694054
health,1985-1989,80,0.5286423552595079,0.47309932191297416
health,1990-1994,0,0.49022415821067994,0.49022415821067994
health,1990-1994,100,0.52689592666924,0.46064450427144765
health,1990-1994,20,0.4930315198581665,0.48096936558745795
health,1990-1994,40,0.5065038876440375,0.47771973465941847
health,1990-1994,60,0.5151924191918223,0.47176962207071477
health,1990-1994,80,0.5201123889833689,0.46722499799728395
health,1995-1999,0,0.49666555071994656,0.49666555071994656
health,1995-1999,100,0.5324888696074486,0.46029518899507826
health,1995-1999,20,0.5042580755539239,0.48979291843250394
health,1995-1999,40,0.5059934438541531,0.48234799578972165
health,1995-1999,60,0.5147804898452014,0.47704082843102513
health,1995-1999,80,0.5220050132256001,0.46785451186262084
health,2000-2004,0,0.4901081299968064,0.4901081299968064
health,2000-2004,100,0.5434828532934188,0.4531840930758045
health,2000-2004,20,0.49892838294431574,0.4832426991574466
health,2000-2004,40,0.5077466733697802,0.47328836422041054
health,2000-2004,60,0.5150513963811101,0.46454666812717915
health,2000-2004,80,0.5334895774796605,0.45833058213535693
health,2005-2009,0,0.4738531000348739,0.4738531000348739
health,2005-2009,100,0.5434780744761228,0.44348664143308997
health,2005-2009,20,0.4891014546412043,0.4704950075703673
health,2005-2009,40,0.5009010236966424,0.46481234464375304
health,2005-2009,60,0.5066137599567883,0.4560171250407584
health,2005-2009,80,0.5228182072299532,0.4472131636966951
health,2010-2014,0,0.4723754652580247,0.4723754652580247
health,2010-2014,100,0.5449835526719691,0.44579249083157635
health,2010-2014,20,0.4927856043102219,0.4672850682595745
health,2010-2014,40,0.5107749382667243,0.4687487195730209
health,2010-2014,60,0.520125562787056,0.45947498577460644
health,2010-2014,80,0.5328226351179183,0.4530202020751313
health,2015-2019,0,0.4793859517015516,0.4793859517015516
health,2015-2019,100,0.5666829683259128,0.42300098964013155
health,2015-2019,20,0.49735084095597265,0.46987717263586826
health,2015-2019,40,0.5197361388169229,0.4570574364233762
health,2015-2019,60,0.5335157358795405,0.44496558869443825
health,2015-2019,80,0.549948074284941,0.4330021828543395
illness,1970-1974,0,0.4091008283457783,0.4091008283457783
illness,1970-1974,100,0.4447525242964427,0.4003397792577744
illness,1970-1974,20,0.41774617931619284,0.4049718080796302
illness,1970-1974,40,0.42611598404124373,0.4048721808977425
illness,1970-1974,60,0.432836014084518,0.40618836706131695
illness,1970-1974,80,0.43360575565136966,0.4002961968723685
illness,1975-1979,0,0.39372759948391467,0.39372759948391467
illness,1975-1979,100,0.44479272444546225,0.385820395199582
illness,1975-1979,20,0.40116737692616883,0.38913006658479576
illness,1975-1979,40,0.41252121829241517,0.3881518033519388
illness,1975-1979,60,0.42595436465460806,0.38834652952942994
illness,1975-1979,80,0.43645441923011097,0.38764444146398463
illness,1980-1984,0,0.37057719012908635,0.37057719012908635
illness,1980-1984,100,0.44319091401994226,0.3428582362513989
illness,1980-1984,20,0.38565764969959854,0.3652907292544842
illness,1980-1984,40,0.40168288334831603,0.3565026894453914
illness,1980-1984,60,0.4136745433285832,0.35167864797078074
illness,1980-1984,80,0.4285882696062327,0.3460097399633378
illness,1985-1989,0,0.3961733304429799,0.3961733304429799
illness,1985-1989,100,0.44247477068379526,0.37720532693341374
illness,1985-1989,20,0.40758995472826065,0.39351557054929437
illness,1985-1989,40,0.4168388040680438,0.3863183212410658
illness,1985-1989,60,0.4329021411743015,0.38964656926877794
illness,1985-1989,80,0.43250422620028256,0.3782391039654613
illness,1990-1994,0,0.4087420987831428,0.4087420987831428
illness,1990-1994,100,0.4489871313720942,0.39327544811740517
illness,1990-1994,20,0.41917814045120033,0.40530391670856625
illness,1990-1994,40,0.4265991554977372,0.4025254796212539
illness,1990-1994,60,0.43461883072275664,0.4028411170141772
illness,1990-1994,80,0.4401588638834655,0.39826703503169125
illness,1995-1999,0,0.4053562351437285,0.4053562351437285
illness,1995-1999,100,0.4506900912355631,0.39284214537590745
illness,1995-1999,20,0.41174899813160304,0.40105414574686443
illness,1995-1999,40,0.4208104252601042,0.3936054519116878
illness,1995-1999,60,0.4269225321495906,0.38915509531833237
illness,1995-1999,80,0.43954518775269386,0.391821510036476
illness,2000-2004,0,0.4199394752960652,0.4199394752960652
illness,2000-2004,100,0.4548596729096025,0.39361115271039304
illness,2000-2004,20,0.426989323263988,0.41624021509103476
illness,2000-2004,40,0.43121099590323864,0.4096621575970203
illness,2000-2004,60,0.4393826213236898,0.4056775008440018
illness,2000-2004,80,0.4448593781366944,0.3985270246341825
illness,2005-2009,0,0.3972662139693275,0.3972662139693275
illness,2005-2009,100,0.4447977712731809,0.3884375973120332
illness,2005-2009,20,0.4045553326178342,0.393697908854112
illness,2005-2009,40,0.4113040998345241,0.38704061929788447
illness,2005-2009,60,0.42117570371646434,0.38720206864643847
illness,2005-2009,80,0.43499115569703284,0.38917833139188585
illness,2010-2014,0,0.40470852676965297,0.40470852676965297
illness,2010-2014,100,0.45475766793824735,0.38604443958681073
illness,2010-2014,20,0.4149998040441423,0.4034483768297359
illness,2010-2014,40,0.4282043428141623,0.40624752541538334
illness,2010-2014,60,0.43472293762862685,0.3965320935025812
illness,2010-2014,80,0.45109448832646015,0.403323864730075
illness,2015-2019,0,0.39111822918057443,0.39111822918057443
illness,2015-2019,100,0.455966822721064,0.38479281920008357
illness,2015-2019,20,0.4071393403038382,0.395686331173405
illness,2015-2019,40,0.4206616109218448,0.39498240174632515
illness,2015-2019,60,0.43126133893057705,0.39125681891012937
illness,2015-2019,80,0.4454143992066383,0.3895010001109912
trauma,1970-1974,0,0.21421430823910564,0.21421430823910564
trauma,1970-1974,100,0.2977973982118644,0.1927983963575501
trauma,1970-1974,20,0.24446765616137003,0.20705563278336608
trauma,1970-1974,40,0.2492652814534883,0.20523344196619525
trauma,1970-1974,60,0.2492652814534883,0.20523344196619525
trauma,1970-1974,80,0.26953243435481966,0.21018517243716378
trauma,1975-1979,0,0.2739693163804567,0.2739693163804567
trauma,1975-1979,100,0.3730374120853163,0.16318201011216102
trauma,1975-1979,20,0.301169271051832,0.2426890320066984
trauma,1975-1979,40,0.3034219934819014,0.2410325496520444
trauma,1975-1979,60,0.3186779256444424,0.24421310558945178
trauma,1975-1979,80,0.3473371179541572,0.23741285977774257
trauma,1980-1984,0,0.29452117511630066,0.29452117511630066
trauma,1980-1984,100,0.3601723833754659,0.2542947291005403
trauma,1980-1984,20,0.3119337224401533,0.2902760335756466
trauma,1980-1984,40,0.3193594254851341,0.27880871097464116
trauma,1980-1984,60,0.3280306157805026,0.2644094294607639
trauma,1980-1984,80,0.3410522853266448,0.26379084870498626
trauma,1985-1989,0,0.32922258501546464,0.32922258501546464
trauma,1985-1989,100,0.38068624114524574,0.2724784424044192
trauma,1985-1989,20,0.33668664983892815,0.31250565496878696
trauma,1985-1989,40,0.35219216545135723,0.3045398624020163
trauma,1985-1989,60,0.36120143327116966,0.29462465328117826
trauma,1985-1989,80,0.36276260115951303,0.27899832804314795
trauma,1990-1994,0,0.376884113711305,0.376884113711305
trauma,1990-1994,100,0.4110689698439091,0.3342513582175598
trauma,1990-1994,20,0.3851564854094759,0.3740469573382288
trauma,1990-1994,40,0.393457182938233,0.3634633227707818
trauma,1990-1994,60,0.4014864219892771,0.34999035593960437
trauma,1990-1994,80,0.4080946935322136,0.34444248557556423
trauma,1995-1999,0,0.3941508271479979,0.3941508271479979
trauma,1995-1999,100,0.43178009065799416,0.34797619408229363
trauma,1995-1999,20,0.4023704013945535,0.3856778888381086
trauma,1995-1999,40,0.41295094172842806,0.3850147440177388
trauma,1995-1999,60,0.416061071081087,0.36802189025981347
trauma,1995-1999,80,0.42395441397093236,0.3591824414464645
trauma,2000-2004,0,0.3998696664930321,0.3998696664930321
trauma,2000-2004,100,0.4457219853624701,0.36122763191349805
trauma,2000-2004,20,0.4040030012005008,0.38366469448106366
trauma,2000-2004,40,0.41507565505476673,0.37881482083210727
trauma,2000-2004,60,0.42003453392582013,0.3640319934948347
trauma,2000-2004,80,0.42918964027613404,0.3622045584451407
trauma,2005-2009,0,0.41395832361001517,0.41395832361001517
trauma,2005-2009,100,0.4590849803946912,0.3575369344390929
trauma,2005-2009,20,0.4292341940039769,0.40793873463105407
trauma,2005-2009,40,0.4443826512787491,0.4020872310865671
trauma,2005-2009,60,0.45178409826010457,0.3921355002457276
trauma,2005-2009,80,0.4564271896723657,0.37317426651529967
trauma,2010-2014,0,0.4121030212091282,0.4121030212091282
trauma,2010-2014,100,0.45058823364041733,0.3457089315028862
trauma,2010-2014,20,0.4227378910072148,0.40283556364104156
trauma,2010-2014,40,0.4302822193391621,0.38971929965447627
trauma,2010-2014,60,0.4427167574893683,0.3775831185476854
trauma,2010-2014,80,0.4481482322458178,0.3585775754023343
trauma,2015-2019,0,0.3938336298558861,0.3938336298558861
trauma,2015-2019,100,0.44991342125833034,0.3452888493016363
trauma,2015-2019,20,0.4043941859770567,0.3796679976172746
trauma,2015-2019,40,0.4189010136537254,0.3743877015132457
trauma,2015-2019,60,0.42856496946793043,0.36648043995816265
trauma,2015-2019,80,0.438355262468569,0.3570497151240706
