target,epoch,injection_ratio,avg_valence_index_negative,avg_valence_index_positive,SE_negative,SE_positive
mental_illness,2000-2004,100,0.521844840862423,0.5945391589020398,0.0009813432479761997,0.0008071966587038276
mental_illness,2000-2004,20,0.5391857429718875,0.5528528740263228,0.000986712407517782,0.0009595209103397243
mental_illness,2000-2004,40,0.5356053213635181,0.5641368970013039,0.0009668343208153897,0.0009065645763009978
mental_illness,2000-2004,60,0.5312323853446067,0.5737209302325582,0.0009619228276062919,0.0008690397287418916
mental_illness,2000-2004,80,0.5279452276254527,0.5864167525109452,0.0009769902749730158,0.0008457374993615357
mental_illness,2005-2009,0,0.5417782796543598,0.5417782796543598,0.0009617891882141276,0.0009617891882141276
mental_illness,2005-2009,100,0.5221388888888888,0.5919127288471053,0.0009450979395281898,0.0007989484406007485
mental_illness,2005-2009,20,0.5393003611039463,0.5532962152420184,0.0009506604142895345,0.0009191867344464158
mental_illness,2005-2009,40,0.534396361988607,0.561600974025974,0.0009661088286628638,0.0009105883333940208
mental_illness,2005-2009,60,0.5284,0.5692323335027961,0.0009623966632653052,0.0008729937865251167
mental_illness,2005-2009,80,0.5244789286620969,0.5812682896064582,0.0009663980870179999,0.0008390713207490051
mental_illness,2010-2014,0,0.5501426985370951,0.5501426985370951,0.0009374135439271393,0.0009374135439271393
mental_illness,2010-2014,100,0.5242073543808126,0.5926239275500476,0.0009347322450799204,0.0007711484171507693
mental_illness,2010-2014,20,0.5419895013123359,0.5563292046936115,0.0009613771598287641,0.0009237017614326803
mental_illness,2010-2014,40,0.5400696194556452,0.5656741818636023,0.0009266402017066787,0.0008650022632533572
mental_illness,2010-2014,60,0.5336734245543561,0.5741810557474101,0.0009368574286226736,0.0008367584133028928
mental_illness,2010-2014,80,0.5292174421467257,0.5835489025566812,0.0009282765991717659,0.000798500195811802
mental_illness,2015-2019,0,0.5490230473751601,0.5490230473751601,0.0009264262631080838,0.0009264262631080838
mental_illness,2015-2019,100,0.5288401489417298,0.5995127877237851,0.0009885900766605491,0.0008128103012458463
mental_illness,2015-2019,20,0.5448355917454003,0.5597909937888199,0.0009077169505488529,0.0008762490140741471
mental_illness,2015-2019,40,0.5425449438202247,0.5711564520139234,0.0009155427811484529,0.0008517860542551918
mental_illness,2015-2019,60,0.5385384913459054,0.5832736581022641,0.0009564457629810977,0.0008455096480857932
mental_illness,2015-2019,80,0.5342214941022281,0.5917384615384615,0.000979914714933712,0.0008321098460151514
trauma,1970-1974,0,0.5345113636363638,0.5345113636363638,0.0033691340806021298,0.0033691340806021298
trauma,1970-1974,100,0.4770535714285714,0.5447439759036146,0.005020776333468226,0.004369763179021172
trauma,1970-1974,20,0.511005993150685,0.5364789035591274,0.002238510130220746,0.0021189252443622234
trauma,1970-1974,40,0.5096327319587629,0.5389119170984455,0.0020286836564632447,0.0019027049194542684
trauma,1970-1974,60,0.5096327319587629,0.5389119170984455,0.0020286836564632447,0.0019027049194542684
trauma,1970-1974,80,0.5046347346657477,0.5438150589868147,0.0027448111379619103,0.002519423770422429
trauma,1975-1979,0,0.5187432795698924,0.5187432795698924,0.0020803189083024613,0.0020803189083024613
trauma,1975-1979,100,0.49468750000000006,0.5662037037037037,0.004627178080333892,0.0042929953437779046
trauma,1975-1979,20,0.5118397556390978,0.5326883429672448,0.0014767068078550096,0.001447792233416927
trauma,1975-1979,40,0.5110173357664234,0.5331413857677902,0.0014363406813137731,0.0014062846281410863
trauma,1975-1979,60,0.5082641591007349,0.5345140436914846,0.0017106803525156042,0.0016685343070838529
trauma,1975-1979,80,0.5037143987341772,0.5424958609271523,0.00253150283261748,0.002438970565371829
trauma,1980-1984,0,0.5295665634674923,0.5295665634674923,0.0010771806616801712,0.0010771806616801712
trauma,1980-1984,100,0.5074731842853449,0.5609528088391905,0.001035257155404116,0.0009414257416278886
trauma,1980-1984,20,0.5271565550906555,0.5394053601340034,0.0010734468128430392,0.0010450617995819331
trauma,1980-1984,40,0.5216502192982455,0.5426616438356164,0.0010669522050705924,0.0010164439331397117
trauma,1980-1984,60,0.5144687499999999,0.5466161172656039,0.0010631332314755251,0.0009932280523814285
trauma,1980-1984,80,0.5109049788695194,0.5544058935361217,0.0010521759296546341,0.0009786274796561058
trauma,1985-1989,0,0.5213588362068965,0.5213588362068965,0.0011195660920520236,0.0011195660920520236
trauma,1985-1989,100,0.5044789466737064,0.5635473237597911,0.001057115718613266,0.0009199955890882405
trauma,1985-1989,20,0.5155497071946459,0.5300174240312238,0.0010982164579646002,0.0010660226582088679
trauma,1985-1989,40,0.5120531384698276,0.5398049906341986,0.0010668339624544108,0.001001012237949765
trauma,1985-1989,60,0.5124542160737813,0.5506790123456791,0.001042524654933903,0.0009582577724361601
trauma,1985-1989,80,0.5097198614016736,0.5572234139365574,0.0010382298501482102,0.0009325310221472339
trauma,1990-1994,0,0.5320880346365784,0.5320880346365784,0.0009873737768659415,0.0009873737768659415
trauma,1990-1994,100,0.5081651718983556,0.5749597078821456,0.000980696855927013,0.0008540745317642167
trauma,1990-1994,20,0.5267851148980118,0.5421963497012211,0.0009822786101723114,0.000955801326570594
trauma,1990-1994,40,0.5199173392345744,0.5489899920990255,0.0010031317362686053,0.0009531823066256592
trauma,1990-1994,60,0.5160358630564957,0.5584021911298839,0.0010094913364641896,0.0009343015827877984
trauma,1990-1994,80,0.5148255221599592,0.5669272176379577,0.0009884717230608236,0.0008926228002309058
trauma,1995-1999,0,0.5314738145789101,0.5314738145789101,0.0008897993206337287,0.0008897993206337287
trauma,1995-1999,100,0.5132683982683983,0.5721464771322621,0.0009404672175599422,0.0008440908871839022
trauma,1995-1999,20,0.5269636139195861,0.5393809017941453,0.0008955116331517031,0.0008748819672285058
trauma,1995-1999,40,0.5261298076923075,0.547663789025544,0.0008946549471376835,0.0008602207611083356
trauma,1995-1999,60,0.5192454375292467,0.5534246980819323,0.0009048948622548852,0.0008491085630120261
trauma,1995-1999,80,0.5188294504181601,0.5642954601076848,0.0009236698730691365,0.0008529181663338224
trauma,2000-2004,0,0.5292631322957199,0.5292631322957199,0.0009201699999743143,0.0009201699999743143
trauma,2000-2004,100,0.5245328190056332,0.5793390019860974,0.0009344793748310245,0.0008376881163481488
trauma,2000-2004,20,0.5267099633251834,0.5384914316966457,0.0009310422340958433,0.0009032466824262418
trauma,2000-2004,40,0.5262782468338715,0.5488967674015357,0.0009462082784024452,0.0009004616679157175
trauma,2000-2004,60,0.5234284025877083,0.5589722568578555,0.0009535459577766235,0.0008852586845265213
trauma,2000-2004,80,0.5220382855022266,0.5672942721360681,0.0009503091333627241,0.0008706007745021594
trauma,2005-2009,0,0.531001578209025,0.531001578209025,0.0008799067858261181,0.0008799067858261181
trauma,2005-2009,100,0.5161021012931034,0.5704972855591748,0.0008369280234892989,0.0007442332561720564
trauma,2005-2009,20,0.5308064143977851,0.5418195436736575,0.0008689632671274844,0.000847474549065034
trauma,2005-2009,40,0.5271352860724869,0.5479968203497615,0.0008656285456937462,0.000823397982538925
trauma,2005-2009,60,0.5231300539083558,0.556491610738255,0.0008594587425426381,0.0007944937600312664
trauma,2005-2009,80,0.5171848599377501,0.5624739991053456,0.0008605970712666448,0.0007813968235538826
trauma,2010-2014,0,0.5272120433789954,0.5272120433789954,0.0008686224537254992,0.0008686224537254992
trauma,2010-2014,100,0.5155879096545616,0.564831634913602,0.0008577438256075566,0.0007705607126290553
trauma,2010-2014,20,0.529140373099954,0.5393739889068639,0.0008704647439400602,0.0008554458067309041
trauma,2010-2014,40,0.5241734244670991,0.5460688994659856,0.0008831699516698145,0.0008453314899205916
trauma,2010-2014,60,0.5230822734499205,0.5540709421112372,0.0008657742981464658,0.0008099687724601844
trauma,2010-2014,80,0.5210724028188225,0.562263882567137,0.000869915237573645,0.000795763344071745
trauma,2015-2019,0,0.5345479302832243,0.5345479302832243,0.0009075528373755937,0.0009075528373755937
trauma,2015-2019,100,0.5235159870250231,0.573977958236659,0.0008869072594021067,0.0007911893469427704
trauma,2015-2019,20,0.5335554018286814,0.5439972195357833,0.000903607774380979,0.0008872808761998857
trauma,2015-2019,40,0.5313791457885947,0.5522030651340997,0.0008990524512939635,0.0008616828863868502
trauma,2015-2019,60,0.5300457713205765,0.5604310855652997,0.0008913089713951121,0.0008358631068107036
trauma,2015-2019,80,0.5285416176816364,0.5696984080188678,0.0008906800077940262,0.0008133791681839572
